idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
1305,1305,27678,aparc-a2009s_rh_thickness_S-front-sup,3,cortical thickness,Mean thickness of S-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.157,0.0208
1306,1306,27679,aparc-a2009s_rh_thickness_S-interm-prim-Jensen,3,cortical thickness,Mean thickness of S-interm-prim-Jensen in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0617,0.0194
1307,1307,27680,aparc-a2009s_rh_thickness_S-intrapariet+P-trans,3,cortical thickness,Mean thickness of S-intrapariet+P-trans in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.155,0.0202
1308,1308,27681,aparc-a2009s_rh_thickness_S-oc-middle+Lunatus,3,cortical thickness,Mean thickness of S-oc-middle+Lunatus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.112,0.0166
1309,1309,27682,aparc-a2009s_rh_thickness_S-oc-sup+transversal,3,cortical thickness,Mean thickness of S-oc-sup+transversal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.162,0.0164
1310,1310,27683,aparc-a2009s_rh_thickness_S-occipital-ant,3,cortical thickness,Mean thickness of S-occipital-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.118,0.0169
1311,1311,27684,aparc-a2009s_rh_thickness_S-oc-temp-lat,3,cortical thickness,Mean thickness of S-oc-temp-lat in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.113,0.0158
1312,1312,27685,aparc-a2009s_rh_thickness_S-oc-temp-med+Lingual,3,cortical thickness,Mean thickness of S-oc-temp-med+Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.189,0.0178
1313,1313,27686,aparc-a2009s_rh_thickness_S-orbital-lateral,3,cortical thickness,Mean thickness of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0783,0.0155
1314,1314,27687,aparc-a2009s_rh_thickness_S-orbital-med-olfact,3,cortical thickness,Mean thickness of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.132,0.0153
1315,1315,27688,aparc-a2009s_rh_thickness_S-orbital-H-Shaped,3,cortical thickness,Mean thickness of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0994,0.0165
1316,1316,27689,aparc-a2009s_rh_thickness_S-parieto-occipital,3,cortical thickness,Mean thickness of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.169,0.0191
1317,1317,27690,aparc-a2009s_rh_thickness_S-pericallosal,3,cortical thickness,Mean thickness of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.211,0.0206
1318,1318,27691,aparc-a2009s_rh_thickness_S-postcentral,3,cortical thickness,Mean thickness of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.139,0.0188
1319,1319,27692,aparc-a2009s_rh_thickness_S-precentral-inf-part,3,cortical thickness,Mean thickness of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.152,0.0203
1320,1320,27693,aparc-a2009s_rh_thickness_S-precentral-sup-part,3,cortical thickness,Mean thickness of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.149,0.016
1321,1321,27694,aparc-a2009s_rh_thickness_S-suborbital,3,cortical thickness,Mean thickness of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0475,0.0165
1322,1322,27695,aparc-a2009s_rh_thickness_S-subparietal,3,cortical thickness,Mean thickness of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.14,0.0195
1323,1323,27696,aparc-a2009s_rh_thickness_S-temporal-inf,3,cortical thickness,Mean thickness of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0832,0.0151
1324,1324,27697,aparc-a2009s_rh_thickness_S-temporal-sup,3,cortical thickness,Mean thickness of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.176,0.0186
1325,1325,27698,aparc-a2009s_rh_thickness_S-temporal-transverse,3,cortical thickness,Mean thickness of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.153,0.0257
1326,1326,26501,aseg_global_intensity_3rd-Ventricle,4,regional and tissue intensity,Mean intensity of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),0.179,0.0197
1327,1327,26502,aseg_global_intensity_4th-Ventricle,4,regional and tissue intensity,Mean intensity of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),0.242,0.0237
1329,1329,26504,aseg_global_intensity_Brain-Stem,4,regional and tissue intensity,Mean intensity of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg),0.213,0.0177
1330,1330,26505,aseg_global_intensity_CSF,4,regional and tissue intensity,Mean intensity of CSF in the whole brain generated by subcortical volumetric segmentation (aseg),0.189,0.0191
1331,1331,26506,aseg_global_intensity_WM-hypointensities,4,regional and tissue intensity,Mean intensity of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg),0.105,0.0177
1333,1333,26508,aseg_global_intensity_Optic-Chiasm,4,regional and tissue intensity,Mean intensity of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg),0.155,0.0193
1334,1334,26509,aseg_global_intensity_CC-Posterior,4,regional and tissue intensity,Mean intensity of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.168,0.0186
1335,1335,26510,aseg_global_intensity_CC-Mid-Posterior,4,regional and tissue intensity,Mean intensity of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.188,0.021
1336,1336,26511,aseg_global_intensity_CC-Central,4,regional and tissue intensity,Mean intensity of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg),0.149,0.0175
1337,1337,26512,aseg_global_intensity_CC-Mid-Anterior,4,regional and tissue intensity,Mean intensity of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.126,0.0162
1338,1338,26513,aseg_global_intensity_CC-Anterior,4,regional and tissue intensity,Mean intensity of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.201,0.0192
1339,1339,26538,aseg_lh_intensity_Lateral-Ventricle,4,regional and tissue intensity,Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.193,0.0198
1340,1340,26539,aseg_lh_intensity_Inf-Lat-Vent,4,regional and tissue intensity,Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.1,0.0179
1341,1341,26540,aseg_lh_intensity_Cerebellum-White-Matter,4,regional and tissue intensity,Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.119,0.0199
1342,1342,26541,aseg_lh_intensity_Cerebellum-Cortex,4,regional and tissue intensity,Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.23,0.0213
1343,1343,26542,aseg_lh_intensity_Thalamus-Proper,4,regional and tissue intensity,Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.262,0.0228
1344,1344,26543,aseg_lh_intensity_Caudate,4,regional and tissue intensity,Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.23,0.0221
1345,1345,26544,aseg_lh_intensity_Putamen,4,regional and tissue intensity,Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.248,0.0269
1346,1346,26545,aseg_lh_intensity_Pallidum,4,regional and tissue intensity,Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.189,0.0223
1347,1347,26546,aseg_lh_intensity_Hippocampus,4,regional and tissue intensity,Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.164,0.018
1348,1348,26547,aseg_lh_intensity_Amygdala,4,regional and tissue intensity,Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.133,0.0161
1349,1349,26548,aseg_lh_intensity_Accumbens-area,4,regional and tissue intensity,Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.242,0.0268
1350,1350,26549,aseg_lh_intensity_VentralDC,4,regional and tissue intensity,Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.136,0.0176
1351,1351,26550,aseg_lh_intensity_vessel,4,regional and tissue intensity,Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.0361,0.0138
1352,1352,26551,aseg_lh_intensity_choroid-plexus,4,regional and tissue intensity,Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.173,0.0197
1353,1353,26569,aseg_rh_intensity_Lateral-Ventricle,4,regional and tissue intensity,Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.196,0.0201
1354,1354,26570,aseg_rh_intensity_Inf-Lat-Vent,4,regional and tissue intensity,Mean intensity of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.105,0.0179
1355,1355,26571,aseg_rh_intensity_Cerebellum-White-Matter,4,regional and tissue intensity,Mean intensity of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.11,0.0247
1356,1356,26572,aseg_rh_intensity_Cerebellum-Cortex,4,regional and tissue intensity,Mean intensity of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.225,0.0211
1357,1357,26573,aseg_rh_intensity_Thalamus-Proper,4,regional and tissue intensity,Mean intensity of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.277,0.0229
1358,1358,26574,aseg_rh_intensity_Caudate,4,regional and tissue intensity,Mean intensity of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.222,0.0214
1359,1359,26575,aseg_rh_intensity_Putamen,4,regional and tissue intensity,Mean intensity of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.262,0.0313
1360,1360,26576,aseg_rh_intensity_Pallidum,4,regional and tissue intensity,Mean intensity of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.214,0.0243
1361,1361,26577,aseg_rh_intensity_Hippocampus,4,regional and tissue intensity,Mean intensity of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.194,0.0172
1362,1362,26578,aseg_rh_intensity_Amygdala,4,regional and tissue intensity,Mean intensity of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.151,0.0175
1363,1363,26579,aseg_rh_intensity_Accumbens-area,4,regional and tissue intensity,Mean intensity of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.256,0.0305
1364,1364,26580,aseg_rh_intensity_VentralDC,4,regional and tissue intensity,Mean intensity of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.14,0.0177
1365,1365,26581,aseg_rh_intensity_vessel,4,regional and tissue intensity,Mean intensity of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.0549,0.0161
1366,1366,26582,aseg_rh_intensity_choroid-plexus,4,regional and tissue intensity,Mean intensity of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.178,0.0219
1367,1367,26989,wg_lh_intensity-contrast_unknown,5,cortical grey-white contrast,Grey-white contrast in unknown in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,0.0484,0.013
1368,1368,26990,wg_lh_intensity-contrast_bankssts,5,cortical grey-white contrast,Grey-white contrast in bankssts in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,0.297,0.0268
1369,1369,26991,wg_lh_intensity-contrast_caudalanteriorcingulate,5,cortical grey-white contrast,Grey-white contrast in caudalanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,0.152,0.0192
1370,1370,26992,wg_lh_intensity-contrast_caudalmiddlefrontal,5,cortical grey-white contrast,Grey-white contrast in caudalmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,0.325,0.0274
1371,1371,26993,wg_lh_intensity-contrast_cuneus,5,cortical grey-white contrast,Grey-white contrast in cuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,0.335,0.0372
